"Time","Indicator","Age","Place of residence","Sex","Unit","Value"
"2018","Deaths","17","Rural areas","Females","persons","2"
"2019","Deaths","17","Rural areas","Males and females","persons","2"
"2019","Deaths","17","Rural areas","Males","persons","1"
"2019","Deaths","17","Rural areas","Females","persons","1"
"2020","Deaths","17","Rural areas","Males and females","persons","4"
"2020","Deaths","17","Rural areas","Males","persons","2"
"2020","Deaths","17","Rural areas","Females","persons","2"
"2021","Deaths","17","Rural areas","Males and females","persons","6"
"2021","Deaths","17","Rural areas","Males","persons","5"
"2021","Deaths","17","Rural areas","Females","persons","1"
"2022","Deaths","17","Rural areas","Males and females","persons","3"
"2022","Deaths","17","Rural areas","Males","persons","2"
"2022","Deaths","17","Rural areas","Females","persons","1"
"2023","Deaths","17","Rural areas","Males and females","persons","5"
"2023","Deaths","17","Rural areas","Males","persons","4"
"2023","Deaths","17","Rural areas","Females","persons","1"
"2024","Deaths","17","Rural areas","Males and females","persons","4"
"2024","Deaths","17","Rural areas","Males","persons","4"
"2024","Deaths","17","Rural areas","Females","persons",
"2015","Deaths","18","Rural areas","Males and females","persons","15"
"2015","Deaths","18","Rural areas","Males","persons","10"
"2015","Deaths","18","Rural areas","Females","persons","5"
"2016","Deaths","18","Rural areas","Males and females","persons","8"
"2016","Deaths","18","Rural areas","Males","persons","7"
"2016","Deaths","18","Rural areas","Females","persons","1"
"2017","Deaths","18","Rural areas","Males and females","persons","9"
"2017","Deaths","18","Rural areas","Males","persons","8"
"2017","Deaths","18","Rural areas","Females","persons","1"
"2018","Deaths","18","Rural areas","Males and females","persons","8"
"2018","Deaths","18","Rural areas","Males","persons","7"
"2018","Deaths","18","Rural areas","Females","persons","1"
"2019","Deaths","18","Rural areas","Males and females","persons","2"
"2019","Deaths","18","Rural areas","Males","persons","1"
"2019","Deaths","18","Rural areas","Females","persons","1"
"2020","Deaths","18","Rural areas","Males and females","persons","7"
"2020","Deaths","18","Rural areas","Males","persons","6"
"2020","Deaths","18","Rural areas","Females","persons","1"
"2021","Deaths","18","Rural areas","Males and females","persons","4"
"2021","Deaths","18","Rural areas","Males","persons","4"
"2021","Deaths","18","Rural areas","Females","persons","0"
"2022","Deaths","18","Rural areas","Males and females","persons","4"
"2022","Deaths","18","Rural areas","Males","persons","1"
"2022","Deaths","18","Rural areas","Females","persons","3"
"2023","Deaths","18","Rural areas","Males and females","persons","9"
"2023","Deaths","18","Rural areas","Males","persons","6"
"2023","Deaths","18","Rural areas","Females","persons","3"
"2024","Deaths","18","Rural areas","Males and females","persons","6"
"2024","Deaths","18","Rural areas","Males","persons","5"
"2024","Deaths","18","Rural areas","Females","persons","1"
"2015","Deaths","19","Rural areas","Males and females","persons","14"
"2015","Deaths","19","Rural areas","Males","persons","11"
"2015","Deaths","19","Rural areas","Females","persons","3"
"2016","Deaths","19","Rural areas","Males and females","persons","12"
"2016","Deaths","19","Rural areas","Males","persons","9"
"2016","Deaths","19","Rural areas","Females","persons","3"
"2017","Deaths","19","Rural areas","Males and females","persons","9"
"2017","Deaths","19","Rural areas","Males","persons","6"
"2017","Deaths","19","Rural areas","Females","persons","3"
"2018","Deaths","19","Rural areas","Males and females","persons","7"
"2018","Deaths","19","Rural areas","Males","persons","6"
"2018","Deaths","19","Rural areas","Females","persons","1"
"2019","Deaths","19","Rural areas","Males and females","persons","11"
"2019","Deaths","19","Rural areas","Males","persons","9"
"2019","Deaths","19","Rural areas","Females","persons","2"
"2020","Deaths","19","Rural areas","Males and females","persons","3"
"2020","Deaths","19","Rural areas","Males","persons","3"
"2020","Deaths","19","Rural areas","Females","persons","0"
"2021","Deaths","19","Rural areas","Males and females","persons","11"
"2021","Deaths","19","Rural areas","Males","persons","9"
"2021","Deaths","19","Rural areas","Females","persons","2"
"2022","Deaths","19","Rural areas","Males and females","persons","7"
"2022","Deaths","19","Rural areas","Males","persons","7"
"2022","Deaths","19","Rural areas","Females","persons",
"2023","Deaths","19","Rural areas","Males and females","persons","7"
"2023","Deaths","19","Rural areas","Males","persons","4"
"2023","Deaths","19","Rural areas","Females","persons","3"
"2024","Deaths","19","Rural areas","Males and females","persons","4"
"2024","Deaths","19","Rural areas","Males","persons","3"
"2024","Deaths","19","Rural areas","Females","persons","1"
"2015","Deaths","20","Rural areas","Males and females","persons","9"
"2015","Deaths","20","Rural areas","Males","persons","7"
"2015","Deaths","20","Rural areas","Females","persons","2"
"2016","Deaths","20","Rural areas","Males and females","persons","8"
"2016","Deaths","20","Rural areas","Males","persons","7"
"2016","Deaths","20","Rural areas","Females","persons","1"
"2017","Deaths","20","Rural areas","Males and females","persons","8"
"2017","Deaths","20","Rural areas","Males","persons","7"
"2017","Deaths","20","Rural areas","Females","persons","1"
"2018","Deaths","20","Rural areas","Males and females","persons","8"
"2018","Deaths","20","Rural areas","Males","persons","6"
"2018","Deaths","20","Rural areas","Females","persons","2"
"2019","Deaths","20","Rural areas","Males and females","persons","9"
"2019","Deaths","20","Rural areas","Males","persons","7"
"2019","Deaths","20","Rural areas","Females","persons","2"
"2020","Deaths","20","Rural areas","Males and females","persons","7"
"2020","Deaths","20","Rural areas","Males","persons","7"
"2020","Deaths","20","Rural areas","Females","persons","0"
"2021","Deaths","20","Rural areas","Males and females","persons","10"
"2021","Deaths","20","Rural areas","Males","persons","8"
"2021","Deaths","20","Rural areas","Females","persons","2"
"2022","Deaths","20","Rural areas","Males and females","persons","7"
"2022","Deaths","20","Rural areas","Males","persons","5"
"2022","Deaths","20","Rural areas","Females","persons","2"
"2023","Deaths","20","Rural areas","Males and females","persons","2"
"2023","Deaths","20","Rural areas","Males","persons","2"
"2023","Deaths","20","Rural areas","Females","persons",
"2024","Deaths","20","Rural areas","Males and females","persons","9"
"2024","Deaths","20","Rural areas","Males","persons","8"
"2024","Deaths","20","Rural areas","Females","persons","1"
"2015","Deaths","21","Rural areas","Males and females","persons","14"
"2015","Deaths","21","Rural areas","Males","persons","12"
"2015","Deaths","21","Rural areas","Females","persons","2"
"2016","Deaths","21","Rural areas","Males and females","persons","10"
"2016","Deaths","21","Rural areas","Males","persons","10"
"2016","Deaths","21","Rural areas","Females","persons","0"
"2017","Deaths","21","Rural areas","Males and females","persons","12"
"2017","Deaths","21","Rural areas","Males","persons","10"
"2017","Deaths","21","Rural areas","Females","persons","2"
"2018","Deaths","21","Rural areas","Males and females","persons","12"
"2018","Deaths","21","Rural areas","Males","persons","7"
"2018","Deaths","21","Rural areas","Females","persons","5"
"2019","Deaths","21","Rural areas","Males and females","persons","10"
"2019","Deaths","21","Rural areas","Males","persons","7"
"2019","Deaths","21","Rural areas","Females","persons","3"
"2020","Deaths","21","Rural areas","Males and females","persons","9"
"2020","Deaths","21","Rural areas","Males","persons","5"
"2020","Deaths","21","Rural areas","Females","persons","4"
"2021","Deaths","21","Rural areas","Males and females","persons","10"
"2021","Deaths","21","Rural areas","Males","persons","8"
"2021","Deaths","21","Rural areas","Females","persons","2"
"2022","Deaths","21","Rural areas","Males and females","persons","5"
"2022","Deaths","21","Rural areas","Males","persons","3"
"2022","Deaths","21","Rural areas","Females","persons","2"
"2023","Deaths","21","Rural areas","Males and females","persons","3"
"2023","Deaths","21","Rural areas","Males","persons","2"
"2023","Deaths","21","Rural areas","Females","persons","1"
"2024","Deaths","21","Rural areas","Males and females","persons","3"
"2024","Deaths","21","Rural areas","Males","persons","1"
"2024","Deaths","21","Rural areas","Females","persons","2"
"2015","Deaths","22","Rural areas","Males and females","persons","20"
"2015","Deaths","22","Rural areas","Males","persons","19"
"2015","Deaths","22","Rural areas","Females","persons","1"
"2016","Deaths","22","Rural areas","Males and females","persons","7"
"2016","Deaths","22","Rural areas","Males","persons","4"
"2016","Deaths","22","Rural areas","Females","persons","3"
"2017","Deaths","22","Rural areas","Males and females","persons","12"
"2017","Deaths","22","Rural areas","Males","persons","8"
"2017","Deaths","22","Rural areas","Females","persons","4"
"2018","Deaths","22","Rural areas","Males and females","persons","12"
"2018","Deaths","22","Rural areas","Males","persons","10"
"2018","Deaths","22","Rural areas","Females","persons","2"
"2019","Deaths","22","Rural areas","Males and females","persons","3"
"2019","Deaths","22","Rural areas","Males","persons","2"
"2019","Deaths","22","Rural areas","Females","persons","1"
"2020","Deaths","22","Rural areas","Males and females","persons","10"
"2020","Deaths","22","Rural areas","Males","persons","7"
"2020","Deaths","22","Rural areas","Females","persons","3"
"2021","Deaths","22","Rural areas","Males and females","persons","7"
"2021","Deaths","22","Rural areas","Males","persons","6"
"2021","Deaths","22","Rural areas","Females","persons","1"
"2022","Deaths","22","Rural areas","Males and females","persons","5"
"2022","Deaths","22","Rural areas","Males","persons","4"
"2022","Deaths","22","Rural areas","Females","persons","1"
"2023","Deaths","22","Rural areas","Males and females","persons","10"
"2023","Deaths","22","Rural areas","Males","persons","8"
"2023","Deaths","22","Rural areas","Females","persons","2"
"2024","Deaths","22","Rural areas","Males and females","persons","9"
"2024","Deaths","22","Rural areas","Males","persons","9"
"2024","Deaths","22","Rural areas","Females","persons",
"2015","Deaths","23","Rural areas","Males and females","persons","17"
"2015","Deaths","23","Rural areas","Males","persons","14"
"2015","Deaths","23","Rural areas","Females","persons","3"
"2016","Deaths","23","Rural areas","Males and females","persons","19"
"2016","Deaths","23","Rural areas","Males","persons","16"
"2016","Deaths","23","Rural areas","Females","persons","3"
"2017","Deaths","23","Rural areas","Males and females","persons","6"
"2017","Deaths","23","Rural areas","Males","persons","5"
"2017","Deaths","23","Rural areas","Females","persons","1"
"2018","Deaths","23","Rural areas","Males and females","persons","8"
"2018","Deaths","23","Rural areas","Males","persons","6"
"2018","Deaths","23","Rural areas","Females","persons","2"
"2019","Deaths","23","Rural areas","Males and females","persons","12"
"2019","Deaths","23","Rural areas","Males","persons","9"
"2019","Deaths","23","Rural areas","Females","persons","3"
"2020","Deaths","23","Rural areas","Males and females","persons","9"
"2020","Deaths","23","Rural areas","Males","persons","7"
"2020","Deaths","23","Rural areas","Females","persons","2"
"2021","Deaths","23","Rural areas","Males and females","persons","10"
"2021","Deaths","23","Rural areas","Males","persons","6"
"2021","Deaths","23","Rural areas","Females","persons","4"
"2022","Deaths","23","Rural areas","Males and females","persons","12"
"2022","Deaths","23","Rural areas","Males","persons","10"
"2022","Deaths","23","Rural areas","Females","persons","2"
"2023","Deaths","23","Rural areas","Males and females","persons","1"
"2023","Deaths","23","Rural areas","Males","persons","1"
"2023","Deaths","23","Rural areas","Females","persons",
"2024","Deaths","23","Rural areas","Males and females","persons","7"
"2024","Deaths","23","Rural areas","Males","persons","6"
"2024","Deaths","23","Rural areas","Females","persons","1"
"2015","Deaths","24","Rural areas","Males and females","persons","17"
"2015","Deaths","24","Rural areas","Males","persons","17"
"2015","Deaths","24","Rural areas","Females","persons","0"
"2016","Deaths","24","Rural areas","Males and females","persons","10"
"2016","Deaths","24","Rural areas","Males","persons","10"
"2016","Deaths","24","Rural areas","Females","persons","0"
"2017","Deaths","24","Rural areas","Males and females","persons","12"
"2017","Deaths","24","Rural areas","Males","persons","9"
"2017","Deaths","24","Rural areas","Females","persons","3"
"2018","Deaths","24","Rural areas","Males and females","persons","6"
"2018","Deaths","24","Rural areas","Males","persons","6"
"2018","Deaths","24","Rural areas","Females","persons","0"
"2019","Deaths","24","Rural areas","Males and females","persons","7"
"2019","Deaths","24","Rural areas","Males","persons","7"
"2019","Deaths","24","Rural areas","Females","persons","0"
"2020","Deaths","24","Rural areas","Males and females","persons","5"
"2020","Deaths","24","Rural areas","Males","persons","4"
"2020","Deaths","24","Rural areas","Females","persons","1"
"2021","Deaths","24","Rural areas","Males and females","persons","10"
"2021","Deaths","24","Rural areas","Males","persons","10"
"2021","Deaths","24","Rural areas","Females","persons","0"
"2022","Deaths","24","Rural areas","Males and females","persons","11"
"2022","Deaths","24","Rural areas","Males","persons","8"
"2022","Deaths","24","Rural areas","Females","persons","3"
"2023","Deaths","24","Rural areas","Males and females","persons","9"
"2023","Deaths","24","Rural areas","Males","persons","7"
"2023","Deaths","24","Rural areas","Females","persons","2"
"2024","Deaths","24","Rural areas","Males and females","persons","8"
"2024","Deaths","24","Rural areas","Males","persons","7"
"2024","Deaths","24","Rural areas","Females","persons","1"
"2015","Deaths","25","Rural areas","Males and females","persons","15"
"2015","Deaths","25","Rural areas","Males","persons","12"
"2015","Deaths","25","Rural areas","Females","persons","3"
"2016","Deaths","25","Rural areas","Males and females","persons","16"
"2016","Deaths","25","Rural areas","Males","persons","15"
"2016","Deaths","25","Rural areas","Females","persons","1"
"2017","Deaths","25","Rural areas","Males and females","persons","12"
"2017","Deaths","25","Rural areas","Males","persons","9"
"2017","Deaths","25","Rural areas","Females","persons","3"
"2018","Deaths","25","Rural areas","Males and females","persons","13"
"2018","Deaths","25","Rural areas","Males","persons","10"
"2018","Deaths","25","Rural areas","Females","persons","3"
"2019","Deaths","25","Rural areas","Males and females","persons","13"
"2019","Deaths","25","Rural areas","Males","persons","12"
"2019","Deaths","25","Rural areas","Females","persons","1"
"2020","Deaths","25","Rural areas","Males and females","persons","7"
"2020","Deaths","25","Rural areas","Males","persons","7"
"2020","Deaths","25","Rural areas","Females","persons","0"
"2021","Deaths","25","Rural areas","Males and females","persons","14"
"2021","Deaths","25","Rural areas","Males","persons","13"
"2021","Deaths","25","Rural areas","Females","persons","1"
"2022","Deaths","25","Rural areas","Males and females","persons","8"
"2022","Deaths","25","Rural areas","Males","persons","4"
"2022","Deaths","25","Rural areas","Females","persons","4"
"2023","Deaths","25","Rural areas","Males and females","persons","6"
"2023","Deaths","25","Rural areas","Males","persons","5"
"2023","Deaths","25","Rural areas","Females","persons","1"
"2024","Deaths","25","Rural areas","Males and females","persons","8"
"2024","Deaths","25","Rural areas","Males","persons","6"
"2024","Deaths","25","Rural areas","Females","persons","2"
"2015","Deaths","26","Rural areas","Males and females","persons","22"
"2015","Deaths","26","Rural areas","Males","persons","17"
"2015","Deaths","26","Rural areas","Females","persons","5"
"2016","Deaths","26","Rural areas","Males and females","persons","19"
"2016","Deaths","26","Rural areas","Males","persons","14"
"2016","Deaths","26","Rural areas","Females","persons","5"
"2017","Deaths","26","Rural areas","Males and females","persons","13"
"2017","Deaths","26","Rural areas","Males","persons","11"
"2017","Deaths","26","Rural areas","Females","persons","2"
"2018","Deaths","26","Rural areas","Males and females","persons","17"
"2018","Deaths","26","Rural areas","Males","persons","15"
"2018","Deaths","26","Rural areas","Females","persons","2"
"2019","Deaths","26","Rural areas","Males and females","persons","14"
"2019","Deaths","26","Rural areas","Males","persons","13"
"2019","Deaths","26","Rural areas","Females","persons","1"
"2020","Deaths","26","Rural areas","Males and females","persons","7"
"2020","Deaths","26","Rural areas","Males","persons","6"
"2020","Deaths","26","Rural areas","Females","persons","1"
"2021","Deaths","26","Rural areas","Males and females","persons","12"
"2021","Deaths","26","Rural areas","Males","persons","10"
"2021","Deaths","26","Rural areas","Females","persons","2"
"2022","Deaths","26","Rural areas","Males and females","persons","7"
"2022","Deaths","26","Rural areas","Males","persons","5"
"2022","Deaths","26","Rural areas","Females","persons","2"
"2023","Deaths","26","Rural areas","Males and females","persons","9"
"2023","Deaths","26","Rural areas","Males","persons","8"
"2023","Deaths","26","Rural areas","Females","persons","1"
"2024","Deaths","26","Rural areas","Males and females","persons","5"
"2024","Deaths","26","Rural areas","Males","persons","4"
"2024","Deaths","26","Rural areas","Females","persons","1"
"2015","Deaths","27","Rural areas","Males and females","persons","13"
"2015","Deaths","27","Rural areas","Males","persons","12"
"2015","Deaths","27","Rural areas","Females","persons","1"
"2016","Deaths","27","Rural areas","Males and females","persons","15"
"2016","Deaths","27","Rural areas","Males","persons","15"
"2016","Deaths","27","Rural areas","Females","persons","0"
"2017","Deaths","27","Rural areas","Males and females","persons","14"
"2017","Deaths","27","Rural areas","Males","persons","10"
"2017","Deaths","27","Rural areas","Females","persons","4"
"2018","Deaths","27","Rural areas","Males and females","persons","7"
"2018","Deaths","27","Rural areas","Males","persons","6"
"2018","Deaths","27","Rural areas","Females","persons","1"
"2019","Deaths","27","Rural areas","Males and females","persons","7"
"2019","Deaths","27","Rural areas","Males","persons","5"
"2019","Deaths","27","Rural areas","Females","persons","2"
"2020","Deaths","27","Rural areas","Males and females","persons","18"
"2020","Deaths","27","Rural areas","Males","persons","14"
"2020","Deaths","27","Rural areas","Females","persons","4"
"2021","Deaths","27","Rural areas","Males and females","persons","15"
"2021","Deaths","27","Rural areas","Males","persons","12"
"2021","Deaths","27","Rural areas","Females","persons","3"
"2022","Deaths","27","Rural areas","Males and females","persons","7"
"2022","Deaths","27","Rural areas","Males","persons","4"
"2022","Deaths","27","Rural areas","Females","persons","3"
"2023","Deaths","27","Rural areas","Males and females","persons","10"
"2023","Deaths","27","Rural areas","Males","persons","9"
"2023","Deaths","27","Rural areas","Females","persons","1"
"2024","Deaths","27","Rural areas","Males and females","persons","11"
"2024","Deaths","27","Rural areas","Males","persons","9"
"2024","Deaths","27","Rural areas","Females","persons","2"
"2015","Deaths","28","Rural areas","Males and females","persons","34"
"2015","Deaths","28","Rural areas","Males","persons","31"
"2015","Deaths","28","Rural areas","Females","persons","3"
"2016","Deaths","28","Rural areas","Males and females","persons","12"
"2016","Deaths","28","Rural areas","Males","persons","10"
"2016","Deaths","28","Rural areas","Females","persons","2"
"2017","Deaths","28","Rural areas","Males and females","persons","15"
"2017","Deaths","28","Rural areas","Males","persons","12"
"2017","Deaths","28","Rural areas","Females","persons","3"
"2018","Deaths","28","Rural areas","Males and females","persons","21"
"2018","Deaths","28","Rural areas","Males","persons","18"
"2018","Deaths","28","Rural areas","Females","persons","3"
"2019","Deaths","28","Rural areas","Males and females","persons","18"
"2019","Deaths","28","Rural areas","Males","persons","12"
"2019","Deaths","28","Rural areas","Females","persons","6"
"2020","Deaths","28","Rural areas","Males and females","persons","11"
"2020","Deaths","28","Rural areas","Males","persons","9"
"2020","Deaths","28","Rural areas","Females","persons","2"
"2021","Deaths","28","Rural areas","Males and females","persons","6"
"2021","Deaths","28","Rural areas","Males","persons","4"
"2021","Deaths","28","Rural areas","Females","persons","2"
"2022","Deaths","28","Rural areas","Males and females","persons","13"
"2022","Deaths","28","Rural areas","Males","persons","11"
"2022","Deaths","28","Rural areas","Females","persons","2"
"2023","Deaths","28","Rural areas","Males and females","persons","10"
"2023","Deaths","28","Rural areas","Males","persons","7"
"2023","Deaths","28","Rural areas","Females","persons","3"
"2024","Deaths","28","Rural areas","Males and females","persons","9"
"2024","Deaths","28","Rural areas","Males","persons","9"
"2024","Deaths","28","Rural areas","Females","persons",
"2015","Deaths","29","Rural areas","Males and females","persons","17"
"2015","Deaths","29","Rural areas","Males","persons","16"
"2015","Deaths","29","Rural areas","Females","persons","1"
"2016","Deaths","29","Rural areas","Males and females","persons","23"
"2016","Deaths","29","Rural areas","Males","persons","17"
"2016","Deaths","29","Rural areas","Females","persons","6"
"2017","Deaths","29","Rural areas","Males and females","persons","22"
"2017","Deaths","29","Rural areas","Males","persons","16"
"2017","Deaths","29","Rural areas","Females","persons","6"
"2018","Deaths","29","Rural areas","Males and females","persons","15"
"2018","Deaths","29","Rural areas","Males","persons","13"
"2018","Deaths","29","Rural areas","Females","persons","2"
"2019","Deaths","29","Rural areas","Males and females","persons","18"
"2019","Deaths","29","Rural areas","Males","persons","13"
"2019","Deaths","29","Rural areas","Females","persons","5"
"2020","Deaths","29","Rural areas","Males and females","persons","13"
"2020","Deaths","29","Rural areas","Males","persons","12"
"2020","Deaths","29","Rural areas","Females","persons","1"
"2021","Deaths","29","Rural areas","Males and females","persons","15"
"2021","Deaths","29","Rural areas","Males","persons","12"
"2021","Deaths","29","Rural areas","Females","persons","3"
"2022","Deaths","29","Rural areas","Males and females","persons","20"
"2022","Deaths","29","Rural areas","Males","persons","11"
"2022","Deaths","29","Rural areas","Females","persons","9"
"2023","Deaths","29","Rural areas","Males and females","persons","15"
"2023","Deaths","29","Rural areas","Males","persons","12"
"2023","Deaths","29","Rural areas","Females","persons","3"
"2024","Deaths","29","Rural areas","Males and females","persons","11"
"2024","Deaths","29","Rural areas","Males","persons","9"
"2024","Deaths","29","Rural areas","Females","persons","2"
"2015","Deaths","30","Rural areas","Males and females","persons","19"
"2015","Deaths","30","Rural areas","Males","persons","17"
"2015","Deaths","30","Rural areas","Females","persons","2"
"2016","Deaths","30","Rural areas","Males and females","persons","13"
"2016","Deaths","30","Rural areas","Males","persons","7"
"2016","Deaths","30","Rural areas","Females","persons","6"
"2017","Deaths","30","Rural areas","Males and females","persons","26"
"2017","Deaths","30","Rural areas","Males","persons","22"
"2017","Deaths","30","Rural areas","Females","persons","4"
"2018","Deaths","30","Rural areas","Males and females","persons","13"
"2018","Deaths","30","Rural areas","Males","persons","10"
"2018","Deaths","30","Rural areas","Females","persons","3"
"2019","Deaths","30","Rural areas","Males and females","persons","19"
"2019","Deaths","30","Rural areas","Males","persons","15"
"2019","Deaths","30","Rural areas","Females","persons","4"
"2020","Deaths","30","Rural areas","Males and females","persons","17"
"2020","Deaths","30","Rural areas","Males","persons","14"
"2020","Deaths","30","Rural areas","Females","persons","3"
"2021","Deaths","30","Rural areas","Males and females","persons","19"
"2021","Deaths","30","Rural areas","Males","persons","17"
"2021","Deaths","30","Rural areas","Females","persons","2"
"2022","Deaths","30","Rural areas","Males and females","persons","20"
"2022","Deaths","30","Rural areas","Males","persons","16"
"2022","Deaths","30","Rural areas","Females","persons","4"
"2023","Deaths","30","Rural areas","Males and females","persons","16"
"2023","Deaths","30","Rural areas","Males","persons","11"
"2023","Deaths","30","Rural areas","Females","persons","5"
"2024","Deaths","30","Rural areas","Males and females","persons","9"
"2024","Deaths","30","Rural areas","Males","persons","9"
"2024","Deaths","30","Rural areas","Females","persons",
"2015","Deaths","31","Rural areas","Males and females","persons","27"
"2015","Deaths","31","Rural areas","Males","persons","20"
"2015","Deaths","31","Rural areas","Females","persons","7"
"2016","Deaths","31","Rural areas","Males and females","persons","21"
"2016","Deaths","31","Rural areas","Males","persons","18"
"2016","Deaths","31","Rural areas","Females","persons","3"
"2017","Deaths","31","Rural areas","Males and females","persons","18"
"2017","Deaths","31","Rural areas","Males","persons","16"
"2017","Deaths","31","Rural areas","Females","persons","2"
"2018","Deaths","31","Rural areas","Males and females","persons","21"
"2018","Deaths","31","Rural areas","Males","persons","21"
"2018","Deaths","31","Rural areas","Females","persons","0"
"2019","Deaths","31","Rural areas","Males and females","persons","25"
"2019","Deaths","31","Rural areas","Males","persons","19"
"2019","Deaths","31","Rural areas","Females","persons","6"
"2020","Deaths","31","Rural areas","Males and females","persons","15"
"2020","Deaths","31","Rural areas","Males","persons","12"
"2020","Deaths","31","Rural areas","Females","persons","3"
"2021","Deaths","31","Rural areas","Males and females","persons","28"
"2021","Deaths","31","Rural areas","Males","persons","24"
"2021","Deaths","31","Rural areas","Females","persons","4"
"2022","Deaths","31","Rural areas","Males and females","persons","11"
"2022","Deaths","31","Rural areas","Males","persons","10"
"2022","Deaths","31","Rural areas","Females","persons","1"
"2023","Deaths","31","Rural areas","Males and females","persons","19"
"2023","Deaths","31","Rural areas","Males","persons","12"
"2023","Deaths","31","Rural areas","Females","persons","7"
"2024","Deaths","31","Rural areas","Males and females","persons","15"
"2024","Deaths","31","Rural areas","Males","persons","12"
"2024","Deaths","31","Rural areas","Females","persons","3"
"2015","Deaths","32","Rural areas","Males and females","persons","21"
"2015","Deaths","32","Rural areas","Males","persons","18"
"2015","Deaths","32","Rural areas","Females","persons","3"
"2016","Deaths","32","Rural areas","Males and females","persons","17"
"2016","Deaths","32","Rural areas","Males","persons","15"
"2016","Deaths","32","Rural areas","Females","persons","2"
"2017","Deaths","32","Rural areas","Males and females","persons","17"
"2017","Deaths","32","Rural areas","Males","persons","15"
"2017","Deaths","32","Rural areas","Females","persons","2"
"2018","Deaths","32","Rural areas","Males and females","persons","15"
"2018","Deaths","32","Rural areas","Males","persons","12"
"2018","Deaths","32","Rural areas","Females","persons","3"
"2019","Deaths","32","Rural areas","Males and females","persons","15"
"2019","Deaths","32","Rural areas","Males","persons","11"
"2019","Deaths","32","Rural areas","Females","persons","4"
"2020","Deaths","32","Rural areas","Males and females","persons","17"
"2020","Deaths","32","Rural areas","Males","persons","14"
"2020","Deaths","32","Rural areas","Females","persons","3"
"2021","Deaths","32","Rural areas","Males and females","persons","26"
"2021","Deaths","32","Rural areas","Males","persons","21"
"2021","Deaths","32","Rural areas","Females","persons","5"
"2022","Deaths","32","Rural areas","Males and females","persons","23"
"2022","Deaths","32","Rural areas","Males","persons","20"
"2022","Deaths","32","Rural areas","Females","persons","3"
"2023","Deaths","32","Rural areas","Males and females","persons","13"
"2023","Deaths","32","Rural areas","Males","persons","10"
"2023","Deaths","32","Rural areas","Females","persons","3"
"2024","Deaths","32","Rural areas","Males and females","persons","22"
"2024","Deaths","32","Rural areas","Males","persons","18"
"2024","Deaths","32","Rural areas","Females","persons","4"
"2015","Deaths","33","Rural areas","Males and females","persons","20"
"2015","Deaths","33","Rural areas","Males","persons","15"
"2015","Deaths","33","Rural areas","Females","persons","5"
"2016","Deaths","33","Rural areas","Males and females","persons","24"
"2016","Deaths","33","Rural areas","Males","persons","19"
"2016","Deaths","33","Rural areas","Females","persons","5"
"2017","Deaths","33","Rural areas","Males and females","persons","28"
"2017","Deaths","33","Rural areas","Males","persons","17"
"2017","Deaths","33","Rural areas","Females","persons","11"
"2018","Deaths","33","Rural areas","Males and females","persons","21"
"2018","Deaths","33","Rural areas","Males","persons","17"
"2018","Deaths","33","Rural areas","Females","persons","4"
"2019","Deaths","33","Rural areas","Males and females","persons","20"
"2019","Deaths","33","Rural areas","Males","persons","13"
"2019","Deaths","33","Rural areas","Females","persons","7"
"2020","Deaths","33","Rural areas","Males and females","persons","28"
"2020","Deaths","33","Rural areas","Males","persons","20"
"2020","Deaths","33","Rural areas","Females","persons","8"
"2021","Deaths","33","Rural areas","Males and females","persons","19"
"2021","Deaths","33","Rural areas","Males","persons","15"
"2021","Deaths","33","Rural areas","Females","persons","4"
"2022","Deaths","33","Rural areas","Males and females","persons","17"
"2022","Deaths","33","Rural areas","Males","persons","14"
"2022","Deaths","33","Rural areas","Females","persons","3"
"2023","Deaths","33","Rural areas","Males and females","persons","16"
"2023","Deaths","33","Rural areas","Males","persons","14"
"2023","Deaths","33","Rural areas","Females","persons","2"
"2024","Deaths","33","Rural areas","Males and females","persons","23"
"2024","Deaths","33","Rural areas","Males","persons","16"
"2024","Deaths","33","Rural areas","Females","persons","7"
"2015","Deaths","34","Rural areas","Males and females","persons","22"
"2015","Deaths","34","Rural areas","Males","persons","17"
"2015","Deaths","34","Rural areas","Females","persons","5"
"2016","Deaths","34","Rural areas","Males and females","persons","28"
"2016","Deaths","34","Rural areas","Males","persons","23"
"2016","Deaths","34","Rural areas","Females","persons","5"
"2017","Deaths","34","Rural areas","Males and females","persons","21"
"2017","Deaths","34","Rural areas","Males","persons","18"
"2017","Deaths","34","Rural areas","Females","persons","3"
"2018","Deaths","34","Rural areas","Males and females","persons","13"
"2018","Deaths","34","Rural areas","Males","persons","10"
"2018","Deaths","34","Rural areas","Females","persons","3"
"2019","Deaths","34","Rural areas","Males and females","persons","21"
"2019","Deaths","34","Rural areas","Males","persons","19"
"2019","Deaths","34","Rural areas","Females","persons","2"
"2020","Deaths","34","Rural areas","Males and females","persons","15"
"2020","Deaths","34","Rural areas","Males","persons","11"
"2020","Deaths","34","Rural areas","Females","persons","4"
"2021","Deaths","34","Rural areas","Males and females","persons","29"
"2021","Deaths","34","Rural areas","Males","persons","22"
"2021","Deaths","34","Rural areas","Females","persons","7"
"2022","Deaths","34","Rural areas","Males and females","persons","33"
"2022","Deaths","34","Rural areas","Males","persons","26"
"2022","Deaths","34","Rural areas","Females","persons","7"
"2023","Deaths","34","Rural areas","Males and females","persons","25"
